,順位,コード,名称,市場,時価総額,上場年月日,取引値,決算年月
598,599,4392,ＦＩＧ(株),東証PRM,9575,2018-07-02,305.0,2022/12
599,600,7030,(株)スプリックス,東証STD,14095,2018-06-29,793.0,2023/09
600,601,4388,(株)エーアイ,東証GRT,4594,2018-06-27,889.0,2023/03
601,602,4389,プロパティデータバンク(株),東証GRT,6710,2018-06-27,1131.0,2023/03
602,603,4390,(株)アイ・ピー・エス,東証PRM,28234,2018-06-27,2196.0,2023/03
603,604,9274,ＫＰＰグループホールディングス(株),東証PRM,53102,2018-06-26,725.0,2023/03
604,605,6580,(株)ライトアップ,東証GRT,3809,2018-06-22,656.0,2023/03
605,606,4386,(株)ＳＩＧグループ,東証STD,3001,2018-06-21,506.0,2023/03
606,607,4387,(株)ＺＵＵ,東証GRT,3567,2018-06-21,751.0,2023/03
607,608,9273,コーア商事ホールディングス(株),東証PRM,28923,2018-06-21,730.0,2023/06
608,609,6579,ログリー(株),東証GRT,2278,2018-06-20,599.0,2023/03
609,610,4385,(株)メルカリ,東証PRM,397395,2018-06-19,2435.5,2023/06
610,611,4384,ラクスル(株),東証PRM,63634,2018-05-31,1083.0,2023/07
611,612,6578,(株)エヌリンクス,東証STD,1950,2018-04-27,267.0,2023/02
612,613,6577,(株)ベストワンドットコム,東証GRT,4790,2018-04-25,3260.0,2023/07
613,614,4382,ＨＥＲＯＺ(株),東証STD,26156,2018-04-20,1739.0,2023/04
614,615,6574,(株)コンヴァノ,東証GRT,3574,2018-04-11,825.0,2023/03
615,616,4381,ビープラッツ(株),東証GRT,3564,2018-04-04,1471.0,2023/03
616,617,9272,ブティックス(株),東証GRT,14611,2018-04-03,1438.0,2023/03
617,618,7322,(株)三十三フィナンシャルグループ,東証PRM,49090,2018-04-02,1876.0,2023/03
618,619,7320,日本リビング保証(株),東証GRT,17070,2018-03-30,3335.0,2023/06
619,620,3490,(株)アズ企画設計,東証STD,3328,2018-03-29,2791.0,2023/02
620,621,9271,(株)和心,東証GRT,2697,2018-03-29,428.0,2022/12
621,622,6573,アジャイルメディア・ネットワーク(株),東証GRT,5978,2018-03-28,269.0,2022/12
622,623,6572,ＲＰＡホールディングス(株),東証PRM,16181,2018-03-27,260.0,2023/02
623,624,6571,キュービーネットホールディングス(株),東証PRM,19437,2018-03-23,1483.0,2023/06
624,625,9450,(株)ファイバーゲート,東証PRM,19294,2018-03-23,937.0,2023/06
625,626,9270,バリュエンスホールディングス(株),東証GRT,14440,2018-03-22,1067.0,2023/08
626,627,3447,信和(株),東証STD,10789,2018-03-20,765.0,2023/03
627,628,6570,(株)共和コーポレーション,東証STD,5557,2018-03-19,914.0,2023/03
628,629,3489,(株)フェイスネットワーク,東証STD,15548,2018-03-16,1561.0,2023/03
629,630,6568,神戸天然物化学(株),東証GRT,10744,2018-03-15,1381.0,2023/03
630,631,6567,(株)ＳＥＲＩＯホールディングス,東証GRT,5538,2018-03-02,875.0,2023/05
631,632,3446,(株)ジェイテックコーポレーション,東証PRM,12048,2018-02-28,2049.0,2023/06
632,633,4380,(株)Ｍマート,東証GRT,6749,2018-02-23,1380.0,2023/01
633,634,3488,ザイマックス・リート投資法人,東証,29708,2018-02-15,119000.0,---
634,635,3487,CREロジスティクスファンド投資法人,東証,95975,2018-02-07,152900.0,---
635,636,1443,技研ホールディングス(株),東証STD,3507,2018-01-09,216.0,2023/03
636,637,9268,(株)オプティマスグループ,東証STD,50120,2017-12-26,3095.0,2023/03
637,638,6565,ＡＢホテル(株),東証STD,27501,2017-12-25,1940.0,2023/03
638,639,6566,(株)要興業,東証STD,13411,2017-12-25,845.0,2023/03
639,640,6564,(株)ミダックホールディングス,東証PRM,46604,2017-12-22,1678.0,2023/03
640,641,7199,プレミアグループ(株),東証PRM,67509,2017-12-21,1674.0,2023/03
641,642,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ(株),東証PRM,98348,2017-12-21,6350.0,2023/06
642,643,4249,森六ホールディングス(株),東証PRM,43705,2017-12-20,2827.0,2023/03
643,644,6235,(株)オプトラン,東証PRM,80820,2017-12-20,1822.0,2022/12
644,645,6563,(株)みらいワークス,東証GRT,4335,2017-12-19,824.0,2023/09
645,646,3540,(株)歯愛メディカル,東証STD,42250,2017-12-18,4225.0,2022/12
646,647,3998,(株)すららネット,東証GRT,2899,2017-12-18,433.0,2023/12
647,648,6562,(株)ジーニー,東証GRT,16518,2017-12-18,915.0,2023/03
648,649,2334,(株)イオレ,東証GRT,2689,2017-12-15,1015.0,2023/03
649,650,6561,(株)ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,東証GRT,22860,2017-12-15,1805.0,2022/12
650,651,6560,(株)エル・ティー・エス,東証PRM,12937,2017-12-14,2835.0,2022/12
651,652,7198,ＳＢＩアルヒ(株),東証PRM,40912,2017-12-14,915.0,2023/03
652,653,3486,(株)グローバル・リンク・マネジメント,東証PRM,20015,2017-12-13,2503.0,2022/12
653,654,3611,(株)マツオカコーポレーション,東証STD,15577,2017-12-13,1545.0,2023/03
654,655,6698,ヴィスコ・テクノロジーズ(株),東証STD,3972,2017-12-13,616.0,2023/03
655,656,9143,ＳＧホールディングス(株),東証PRM,1218671,2017-12-13,1903.0,2023/03
656,657,8919,(株)カチタス,東証PRM,153605,2017-12-12,1953.0,2023/03
657,658,9265,ヤマシタヘルスケアホールディングス(株),東証STD,5680,2017-12-01,2225.0,2023/05
658,659,3997,(株)トレードワークス,東証STD,3046,2017-11-29,885.0,2022/12
659,660,6558,クックビズ(株),東証GRT,4161,2017-11-28,1491.0,2023/11
660,661,7807,(株)幸和製作所,東証STD,6487,2017-11-28,1297.0,2023/02
661,662,9264,ポエック(株),東証STD,8394,2017-11-28,1805.0,2023/08
662,663,3996,サインポスト(株),東証STD,6547,2017-11-21,512.0,2023/02
663,664,7808,(株)シー・エス・ランバー,東証STD,6660,2017-11-15,3600.0,2023/05
664,665,7196,(株)Ｃａｓａ,東証STD,9421,2017-10-31,830.0,2023/01
665,666,3995,(株)ＳＫＩＹＡＫＩ,東証GRT,4014,2017-10-26,371.0,2023/01
666,667,3484,(株)テンポイノベーション,東証PRM,16543,2017-10-25,936.0,2023/03
667,668,9262,(株)シルバーライフ,東証STD,8859,2017-10-25,817.0,2023/07
668,669,4124,大阪油化工業(株),東証STD,1542,2017-10-05,1436.0,2023/09
669,670,6555,(株)ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,東証STD,2732,2017-10-05,596.0,2023/02
670,671,6556,ウェルビー(株),東証PRM,29876,2017-10-05,1084.0,2023/03
671,672,3994,(株)マネーフォワード,東証PRM,331245,2017-09-29,6098.0,2023/11
672,673,6697,テックポイント,東証GRT外国,0,2017-09-29,1275.0,2022/12
673,674,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス(株),東証PRM,89133,2017-09-29,6210.0,2022/12
674,675,3482,ロードスターキャピタル(株),東証PRM,41666,2017-09-28,1943.0,2022/12
675,676,7809,(株)壽屋,東証STD,14719,2017-09-26,1743.0,2023/06
676,677,3993,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,東証STD,139773,2017-09-22,4375.0,2023/09
677,678,3992,(株)ニーズウェル,東証PRM,17501,2017-09-20,860.0,2023/09
678,679,3481,三菱地所物流リート投資法人,東証,183772,2017-09-14,365000.0,---
679,680,3991,ウォンテッドリー(株),東証GRT,13040,2017-09-14,1373.0,2023/08
680,681,6554,(株)エスユーエス,東証GRT,7130,2017-09-13,789.0,2023/09
681,682,3990,ＵＵＵＭ(株),東証GRT,7998,2017-08-30,400.0,2023/05
682,683,6696,(株)トラース・オン・プロダクト,東証GRT,1286,2017-08-09,267.0,2023/01
683,684,3989,シェアリングテクノロジー(株),東証GRT,14255,2017-08-03,629.0,2023/09
684,685,3480,(株)ジェイ・エス・ビー,東証PRM,59185,2017-07-20,2716.0,2023/10
685,686,7810,(株)クロスフォー,東証STD,3584,2017-07-20,202.0,2023/07
686,687,3566,ユニフォームネクスト(株),東証GRT,6035,2017-07-19,604.0,2023/12
687,688,3988,(株)ＳＹＳホールディングス,東証STD,5132,2017-06-30,976.0,2023/07
688,689,6551,(株)ツナググループ・ホールディングス,東証STD,7748,2017-06-30,900.0,2023/09
689,690,6552,(株)ＧａｍｅＷｉｔｈ,東証STD,5596,2017-06-30,305.0,2023/05
690,691,6550,Ｕｎｉｐｏｓ(株),東証GRT,2030,2017-06-27,156.0,2023/03
691,692,3987,エコモット(株),東証GRT,2211,2017-06-21,419.0,2023/08
692,693,6549,ディーエムソリューションズ(株),東証STD,3456,2017-06-20,1230.0,2023/03
693,694,3986,(株)ビーブレイクシステムズ,東証GRT,2293,2017-06-15,1492.0,2023/06
694,695,3565,アセンテック(株),東証STD,7878,2017-04-25,582.0,2023/01
695,696,6548,(株)旅工房,東証GRT,4415,2017-04-18,223.0,2023/03
696,697,7940,ウェーブロックホールディングス(株),東証STD,7662,2017-04-10,689.0,2023/03
697,698,3985,テモナ(株),東証STD,2742,2017-04-06,240.0,2023/09
698,699,3563,(株)ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,東証PRM,356347,2017-03-30,3070.0,2023/09
699,700,3984,(株)ユーザーローカル,東証PRM,34422,2017-03-30,2130.0,2023/06
700,701,3964,(株)オークネット,東証PRM,52250,2017-03-29,2110.0,2022/12
701,702,3562,(株)Ｎｏ．１,東証STD,6829,2017-03-28,982.0,2023/02
702,703,6694,(株)ズーム,東証STD,4655,2017-03-28,1013.0,2022/12
703,704,3479,(株)ティーケーピー,東証GRT,69458,2017-03-27,1640.0,2023/02
704,705,3983,(株)オロ,東証PRM,45351,2017-03-24,2807.0,2022/12
705,706,4597,ソレイジア・ファーマ(株),東証GRT,7498,2017-03-24,43.0,2022/12
706,707,6547,(株)グリーンズ,東証STD,28506,2017-03-23,2054.0,2023/06
707,708,3978,(株)マクロミル,東証PRM,31615,2017-03-22,781.0,2023/06
708,709,6546,フルテック(株),東証STD,6012,2017-03-22,1120.0,2022/12
709,710,3561,(株)力の源ホールディングス,東証PRM,43381,2017-03-21,1439.0,2023/03
710,711,6545,(株)インターネットインフィニティー,東証GRT,2117,2017-03-21,390.0,2023/03
711,712,3981,(株)ビーグリー,東証STD,7936,2017-03-17,1267.0,2022/12
712,713,6544,ジャパンエレベーターサービスホールディングス(株),東証PRM,192118,2017-03-17,2157.0,2023/03
713,714,3560,(株)ほぼ日,東証STD,8134,2017-03-16,3505.0,2023/08
714,715,3979,(株)うるる,東証GRT,11427,2017-03-16,1650.0,2023/03
715,716,9325,ファイズホールディングス(株),東証STD,14438,2017-03-15,1334.0,2023/03
716,717,3559,(株)ピーバンドットコム,東証STD,1980,2017-03-09,397.0,2023/03
717,718,3558,ジェイドグループ(株),東証GRT,23744,2017-03-07,2067.0,2023/02
718,719,3557,ユナイテッド＆コレクティブ(株),東証GRT,4660,2017-02-23,1210.0,2023/02
719,720,3977,フュージョン(株),札幌ア,792,2017-02-23,550.0,2023/02
720,721,9519,(株)レノバ,東証PRM,99495,2017-02-23,1256.0,2023/03
721,722,6543,(株)日宣,東証STD,2609,2017-02-16,641.0,2023/02
722,723,1439,(株)安江工務店,東証STD,1800,2017-02-10,1332.0,2023/12
723,724,3478,森トラスト・ホテルリート投資法人,東証,66900,2017-02-07,133800.0,---
724,725,3976,(株)シャノン,東証GRT,1374,2017-01-27,433.0,2023/10
725,726,6542,(株)ＦＣホールディングス,東証STD,6098,2017-01-04,889.0,2023/06
726,727,3974,ＳＣＡＴ(株),東証STD,2583,2016-12-27,493.0,2023/10
727,728,3477,フォーライフ(株),東証GRT,2464,2016-12-22,616.0,2023/03
728,729,3969,(株)エイトレッド,東証STD,10572,2016-12-22,1412.0,2023/03
729,730,3968,セグエグループ(株),東証PRM,11275,2016-12-21,962.0,2022/12
730,731,3970,(株)イノベーション,東証GRT,3155,2016-12-21,1210.0,2023/03
731,732,3556,リネットジャパングループ(株),東証GRT,5414,2016-12-20,431.0,2023/09
732,733,6540,(株)船場,東証STD,10678,2016-12-19,1021.0,2022/12
733,734,7192,日本モーゲージサービス(株),東証STD,7764,2016-12-19,528.0,2023/03
734,735,3476,投資法人みらい,東証,84976,2016-12-16,44550.0,---
735,736,7782,(株)シンシア,東証STD,3925,2016-12-16,572.0,2022/12
736,737,6539,(株)ＭＳ－Ｊａｐａｎ,東証PRM,28946,2016-12-15,1158.0,2023/03
737,738,6538,(株)キャリアインデックス,東証STD,3984,2016-12-14,190.0,2023/03
738,739,3475,(株)グッドコムアセット,東証PRM,22928,2016-12-08,751.0,2023/10
739,740,7191,(株)イントラスト,東証STD,17776,2016-12-07,795.0,2023/03
740,741,4596,窪田製薬ホールディングス(株),東証GRT,4261,2016-12-06,76.0,2022/12
741,742,3550,(株)スタジオアタオ,東証GRT,3200,2016-11-29,228.0,2023/02
742,743,3967,(株)エルテス,東証GRT,5561,2016-11-29,916.0,2023/02
743,744,5704,(株)ＪＭＣ,東証GRT,6736,2016-11-29,1224.0,2022/12
744,745,6537,ＷＡＳＨハウス(株),東証GRT,2258,2016-11-22,326.0,2023/12
745,746,3549,(株)クスリのアオキホールディングス,東証PRM,283793,2016-11-21,3000.0,2023/05
746,747,3267,(株)フィル・カンパニー,東証STD,4547,2016-11-18,787.0,2023/11
747,748,1438,(株)岐阜造園,東証STD,5358,2016-11-01,1672.0,2023/09
748,749,3548,(株)バロックジャパンリミテッド,東証PRM,30111,2016-11-01,821.0,2023/02
749,750,6535,(株)アイモバイル,東証PRM,26166,2016-10-27,450.0,2023/07
750,751,9142,九州旅客鉄道(株),東証PRM,524758,2016-10-25,3336.0,2023/03
751,752,4189,ＫＨネオケム(株),東証PRM,87152,2016-10-12,2346.0,2023/12
752,753,3965,(株)キャピタル・アセット・プランニング,東証STD,4348,2016-10-07,758.0,2023/09
753,754,7189,(株)西日本フィナンシャルホールディングス,東証PRM,241173,2016-10-03,1623.0,2023/03
754,755,3474,Ｇ－ＦＡＣＴＯＲＹ(株),東証GRT,2753,2016-09-30,406.0,2022/12
755,756,3963,(株)シンクロ・フード,東証PRM,18046,2016-09-29,671.0,2023/03
756,757,3961,シルバーエッグ・テクノロジー(株),東証GRT,2344,2016-09-27,790.0,2023/12
757,758,3962,(株)チェンジホールディングス,東証PRM,98740,2016-09-27,1353.0,2023/03
758,759,3940,(株)ノムラシステムコーポレーション,東証STD,5295,2016-09-16,114.0,2022/12
759,760,3547,(株)串カツ田中ホールディングス,東証STD,16980,2016-09-14,1801.0,2023/11
760,761,3939,(株)カナミックネットワーク,東証PRM,20119,2016-09-14,418.0,2023/09
761,762,6533,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,東証PRM,9327,2016-09-14,950.0,2022/12
762,763,6532,(株)ベイカレント・コンサルティング,東証PRM,495452,2016-09-02,3188.0,2023/02
763,764,3546,アレンザホールディングス(株),東証PRM,36111,2016-09-01,1196.0,2023/02
764,765,3472,大江戸温泉リート投資法人,東証,17486,2016-08-31,74300.0,---
765,766,3544,サツドラホールディングス(株),東証STD,11589,2016-08-16,814.0,2023/05
766,767,3471,三井不動産ロジスティクスパーク投資法人,東証,270560,2016-08-02,445000.0,---
767,768,3470,マリモ地方創生リート投資法人,東証,29416,2016-07-29,124000.0,---
768,769,3469,(株)デュアルタップ,東証STD,1418,2016-07-21,413.0,2023/06
769,770,6200,(株)インソース,東証PRM,65126,2016-07-21,764.0,2023/09
770,771,6199,(株)セラク,東証STD,15687,2016-07-01,1121.0,2023/08
771,772,3543,(株)コメダホールディングス,東証PRM,127774,2016-06-29,2764.0,2023/02
772,773,6197,(株)ソラスト,東証PRM,48792,2016-06-29,515.0,2023/03
773,774,3542,(株)ベガコーポレーション,東証GRT,6887,2016-06-28,647.0,2023/03
774,775,6198,(株)キャリア,東証GRT,3381,2016-06-27,392.0,2023/09
775,776,6193,バーチャレクス・ホールディングス(株),東証GRT,3223,2016-06-23,1078.0,2023/03
776,777,7187,ジェイリース(株),東証PRM,22384,2016-06-22,2504.0,2023/03
777,778,3937,(株)Ｕｂｉｃｏｍホールディングス,東証PRM,15685,2016-06-21,1319.0,2023/03
778,779,6196,(株)ストライク,東証PRM,95513,2016-06-21,4935.0,2023/09
779,780,2820,(株)やまみ,東証STD,26372,2016-06-17,3785.0,2023/06
780,781,3541,(株)農業総合研究所,東証GRT,6101,2016-06-16,277.0,2023/08
781,782,6194,(株)アトラエ,東証PRM,15015,2016-06-15,552.0,2023/09
782,783,6195,(株)ホープ,東証GRT,4197,2016-06-15,255.0,2023/03
783,784,3539,(株)ＪＭホールディングス,東証PRM,63711,2016-04-21,2388.0,2023/07
784,785,3468,スターアジア不動産投資法人,東証,139711,2016-04-20,58900.0,---
785,786,3936,(株)グローバルウェイ,東証GRT,5351,2016-04-19,147.0,2023/03
786,787,3935,(株)エディア,東証GRT,2310,2016-04-15,377.0,2023/02
787,788,3504,(株)丸八ホールディングス,名証MN,16828,2016-04-08,1015.0,2023/03
788,789,2296,伊藤ハム米久ホールディングス(株),東証PRM,236781,2016-04-01,4120.0,2023/03
789,790,6236,ＮＣホールディングス(株),東証STD,7347,2016-04-01,1568.0,2023/03
790,791,7186,(株)コンコルディア・フィナンシャルグループ,東証PRM,825273,2016-04-01,700.8,2023/03
791,792,3922,(株)ＰＲ　ＴＩＭＥＳ,東証PRM,29770,2016-03-31,2212.0,2023/02
792,793,6191,(株)エアトリ,東証PRM,39986,2016-03-31,1787.0,2023/09
793,794,3538,(株)ウイルプラスホールディングス,東証STD,10338,2016-03-24,1001.0,2023/06
794,795,3934,(株)ベネフィットジャパン,東証STD,7236,2016-03-24,1211.0,2023/03
795,796,3933,チエル(株),東証STD,4895,2016-03-22,622.0,2023/03
796,797,3467,アグレ都市デザイン(株),東証STD,9126,2016-03-18,1586.0,2023/03
797,798,6189,(株)グローバルキッズＣＯＭＰＡＮＹ,東証STD,6152,2016-03-18,651.0,2023/09
798,799,6190,(株)フェニックスバイオ,東証GRT,1917,2016-03-18,476.0,2023/03
799,800,6237,(株)イワキ,東証PRM,53798,2016-03-18,2392.0,2023/03
800,801,7185,ヒロセ通商(株),東証STD,21431,2016-03-18,3130.0,2023/03
801,802,9466,(株)アイドママーケティングコミュニケーション,東証STD,3177,2016-03-18,235.0,2023/03
802,803,3932,(株)アカツキ,東証PRM,33496,2016-03-17,2362.0,2023/03
803,804,3537,昭栄薬品(株),東証STD,5369,2016-03-16,1500.0,2023/03
804,805,6188,富士ソフトサービスビューロ(株),東証STD,8289,2016-03-15,614.0,2022/12
805,806,6615,ユー・エム・シー・エレクトロニクス(株),東証PRM,9812,2016-03-15,347.0,2023/03
806,807,7184,(株)富山第一銀行,東証PRM,53441,2016-03-15,831.0,2023/03
807,808,1436,(株)フィット,東証GRT,3762,2016-03-11,878.0,2023/04
808,809,2424,(株)ブラス,東証STD,3934,2016-03-09,689.0,2023/07
809,810,2884,(株)ヨシムラ・フード・ホールディングス,東証PRM,28127,2016-03-04,1178.0,2023/02
810,811,7811,中本パックス(株),東証STD,15228,2016-03-03,1707.0,2023/02
811,812,3931,(株)バリューゴルフ,東証GRT,1850,2016-03-02,1024.0,2023/01
812,813,3536,アクサスホールディングス(株),東証STD,4033,2016-03-01,133.0,2023/08
813,814,3930,(株)はてな,東証GRT,2269,2016-02-24,740.0,2023/07
814,815,3466,ラサールロジポート投資法人,東証,279453,2016-02-17,149600.0,---
815,816,6186,(株)一蔵,東証STD,3205,2015-12-25,581.0,2023/03
816,817,3465,ケイアイスター不動産(株),東証PRM,52981,2015-12-24,3340.0,2023/03
817,818,3929,ソーシャルワイヤー(株),東証GRT,1680,2015-12-24,275.0,2023/03
818,819,6185,ＳＭＮ(株),東証STD,5206,2015-12-22,354.0,2023/03
819,820,3928,(株)マイネット,東証STD,2395,2015-12-21,275.0,2022/12
820,821,9416,(株)ビジョン,東証PRM,57930,2015-12-21,1147.0,2022/12
821,822,3419,アートグリーン(株),名証NXT,2184,2015-12-18,1864.0,2023/10
822,823,3927,(株)フーバーブレイン,東証GRT,3730,2015-12-18,666.0,2023/03
823,824,6238,フリュー(株),東証PRM,37322,2015-12-18,1319.0,2023/03
824,825,3926,(株)オープンドア,東証PRM,26071,2015-12-17,834.0,2023/03
825,826,4595,(株)ミズホメディー,東証STD,34102,2015-12-17,3580.0,2023/12
826,827,6464,(株)ツバキ・ナカシマ,東証PRM,32448,2015-12-16,780.0,2023/12
827,828,3925,(株)ダブルスタンダード,東証PRM,22461,2015-12-15,1654.0,2023/03
828,829,3924,(株)ランドコンピュータ,東証PRM,15686,2015-12-11,873.0,2023/03
829,830,3923,(株)ラクス,東証PRM,445973,2015-12-09,2461.0,2023/03
830,831,6184,(株)鎌倉新書,東証PRM,22878,2015-12-04,586.0,2023/01
831,832,1435,(株)Ｒｏｂｏｔ　Ｈｏｍｅ,東証STD,15400,2015-12-03,169.0,2022/12
832,833,3463,いちごホテルリート投資法人,東証,37170,2015-11-30,113500.0,---
833,834,3921,(株)ネオジャパン,東証PRM,15183,2015-11-27,1018.0,2023/01
834,835,6183,(株)ベルシステム２４ホールディングス,東証PRM,136444,2015-11-20,1850.0,2023/02
835,836,6182,(株)メタリアル,東証GRT,14570,2015-11-19,1353.0,2023/02
836,837,7183,あんしん保証(株),東証STD,4386,2015-11-19,244.0,2023/03
837,838,6178,日本郵政(株),東証PRM,4957953,2015-11-04,1432.5,2023/03
838,839,7181,(株)かんぽ生命保険,東証PRM,1080027,2015-11-04,2818.5,2023/03
839,840,7182,(株)ゆうちょ銀行,東証PRM,5354052,2015-11-04,1480.0,2023/03
840,841,3418,(株)バルニバービ,東証GRT,11370,2015-10-28,1260.0,2023/07
841,842,6181,タメニー(株),東証GRT,2942,2015-10-27,112.0,2023/03
842,843,6180,ＧＭＯメディア(株),東証GRT,6373,2015-10-23,3410.0,2023/12
843,844,4594,ブライトパス・バイオ(株),東証GRT,4798,2015-10-22,74.0,2023/03
844,845,6177,ＡｐｐＢａｎｋ(株),東証GRT,1091,2015-10-15,99.0,2022/12
845,846,3462,野村不動産マスターファンド投資法人,東証,734628,2015-10-02,155800.0,---
846,847,3417,大木ヘルスケアホールディングス(株),東証STD,14987,2015-10-01,1065.0,2023/03
847,848,5021,コスモエネルギーホールディングス(株),東証PRM,541697,2015-10-01,6131.0,2023/03
848,849,7180,(株)九州フィナンシャルグループ,東証PRM,436083,2015-10-01,941.1,2023/03
849,850,9099,(株)Ｃ＆Ｆロジホールディングス,東証PRM,44753,2015-10-01,1742.0,2023/03
850,851,6176,(株)ブランジスタ,東証GRT,10509,2015-09-17,721.0,2023/09
851,852,3920,アイビーシー(株),東証STD,2747,2015-09-15,480.0,2023/09
852,853,3416,ピクスタ(株),東証GRT,1920,2015-09-14,836.0,2022/12
853,854,1434,ＪＥＳＣＯホールディングス(株),東証STD,6601,2015-09-08,952.0,2023/08
854,855,1433,ベステラ(株),東証PRM,8828,2015-09-02,982.0,2023/01
855,856,3415,(株)ＴＯＫＹＯ　ＢＡＳＥ,東証PRM,13898,2015-09-02,303.0,2023/01
856,857,6173,(株)アクアライン,東証GRT,1995,2015-08-31,535.0,2023/02
857,858,3139,(株)ラクト・ジャパン,東証PRM,21978,2015-08-28,2205.0,2023/11
858,859,6171,(株)土木管理総合試験所,東証STD,4636,2015-08-26,326.0,2023/12
859,860,3461,(株)パルマ,東証GRT,2485,2015-08-11,368.0,2023/09
860,861,1431,(株)Ｌｉｂ　Ｗｏｒｋ,東証GRT,18121,2015-08-05,778.0,2023/06
861,862,3918,ＰＣＩホールディングス(株),東証STD,9728,2015-08-04,961.0,2023/09
862,863,6049,(株)イトクロ,東証GRT,6940,2015-07-30,306.0,2023/10
863,864,3460,ジャパン・シニアリビング投資法人,東証,13391,2015-07-29,158000.0,---
864,865,4980,デクセリアルズ(株),東証PRM,340353,2015-07-29,5564.0,2023/03
865,866,3917,(株)アイリッジ,東証GRT,3762,2015-07-16,525.0,2023/03
866,867,7781,(株)平山ホールディングス,東証STD,7928,2015-07-10,1008.0,2023/06
867,868,7812,(株)クレステック,東証STD,6495,2015-07-08,1999.0,2023/06
868,869,3138,(株)富士山マガジンサービス,東証GRT,2321,2015-07-07,700.0,2022/12
869,870,3459,サムティ・レジデンシャル投資法人,東証,88737,2015-06-30,105800.0,---
870,871,6239,(株)ナガオカ,東証STD,9315,2015-06-29,1316.0,2023/06
871,872,3137,(株)ファンデリー,東証GRT,1899,2015-06-25,294.0,2023/03
872,873,6167,冨士ダイス(株),東証PRM,14100,2015-06-25,705.0,2023/03
873,874,7780,(株)メニコン,東証PRM,149801,2015-06-25,1955.0,2023/03
874,875,3136,(株)エコノス,札幌ア,778,2015-06-24,600.0,2023/03
875,876,6166,(株)中村超硬,東証GRT,3934,2015-06-24,357.0,2023/03
876,877,3916,デジタル・インフォメーション・テクノロジー(株),東証PRM,27810,2015-06-18,1794.0,2023/06
877,878,3135,(株)マーケットエンタープライズ,東証PRM,5383,2015-06-17,1010.0,2023/06
878,879,4593,(株)ヘリオス,東証GRT,9094,2015-06-16,122.0,2022/12
879,880,9417,(株)スマートバリュー,東証STD,4272,2015-06-16,400.0,2023/06
880,881,3915,(株)テラスカイ,東証PRM,19107,2015-04-30,1485.0,2023/02
881,882,6048,(株)デザインワン・ジャパン,東証STD,2033,2015-04-30,134.0,2023/08
882,883,3914,ＪＩＧ－ＳＡＷ(株),東証GRT,31966,2015-04-28,4735.0,2023/12
883,884,6046,(株)リンクバル,東証GRT,3218,2015-04-28,165.0,2023/09
884,885,6047,(株)Ｇｕｎｏｓｙ,東証PRM,17233,2015-04-28,711.0,2023/05
885,886,6044,(株)三機サービス,東証STD,8664,2015-04-24,1316.0,2023/05
886,887,6045,(株)レントラックス,東証GRT,3493,2015-04-24,438.0,2023/03
887,888,6040,日本スキー場開発(株),東証GRT,15795,2015-04-22,987.0,2023/07
888,889,3458,(株)シーアールイー,東証PRM,39594,2015-04-21,1349.0,2023/07
889,890,3134,Ｈａｍｅｅ(株),東証STD,17208,2015-04-20,1057.0,2023/04
890,891,3133,(株)海帆,東証GRT,45291,2015-04-17,899.0,2023/03
891,892,4592,サンバイオ(株),東証GRT,45512,2015-04-08,680.0,2023/01
892,893,3132,マクニカホールディングス(株),東証PRM,518809,2015-04-01,8525.0,2023/03
893,894,7177,ＧＭＯフィナンシャルホールディングス(株),東証STD,84732,2015-04-01,694.0,2023/12
894,895,3913,(株)ｓＭｅｄｉｏ,東証GRT,1578,2015-03-27,672.0,2022/12
895,896,3912,(株)モバイルファクトリー,東証STD,6346,2015-03-26,711.0,2023/12
896,897,6039,(株)日本動物高度医療センター,東証GRT,5128,2015-03-26,1808.0,2023/03
897,898,7813,(株)プラッツ,東証GRT,2519,2015-03-26,676.0,2023/06
898,899,3131,シンデン・ハイテックス(株),東証STD,6404,2015-03-25,3035.0,2023/03
899,900,3457,(株)Ａｎｄ　Ｄｏホールディングス,東証PRM,21988,2015-03-25,1105.0,2023/06
900,901,3911,(株)Ａｉｍｉｎｇ,東証GRT,9479,2015-03-25,236.0,2022/12
901,902,1430,ファーストコーポレーション(株),東証STD,10557,2015-03-24,790.0,2023/05
902,903,3445,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,東証PRM,76494,2015-03-24,2902.0,2022/12
903,904,6038,(株)イード,東証GRT,3650,2015-03-24,721.0,2023/06
904,905,3223,(株)エスエルディー,東証STD,1592,2015-03-19,1020.0,2023/02
905,906,3224,(株)ゼネラル・オイスター,東証GRT,7504,2015-03-19,1863.0,2023/03
906,907,3455,ヘルスケア＆メディカル投資法人,東証,47238,2015-03-19,131400.0,---
907,908,3909,(株)ショーケース,東証STD,2880,2015-03-19,336.0,2022/12
